Reference,Group,Genus,Species,ID,Habitat,Volume,Temperature,Growth
Zhang et al. 2000,Ciliates,Paranophrys,Paranophrys magna,CC,Marine,21271,8,1
Zhang et al. 2000,Ciliates,Paranophrys,Paranophrys magna,CC,Marine,21271,15,1.11
Zhang et al. 2000,Ciliates,Paranophrys,Paranophrys magna,CC,Marine,21271,22,1.73
Zhang et al. 2000,Ciliates,Paranophrys,Paranophrys magna,CC,Marine,21271,26,5.01
Zhang et al. 2000,Ciliates,Paranophrys,Paranophrys magna,CC,Marine,21271,30,5.19
Zhang et al. 2000,Ciliates,Paranophrys,Paranophrys magna,CC,Marine,21271,33,3.7
Zhang et al. 2008,Ciliates,Miamiensis,Miamiensis avidus,CD,Marine,778,7,0.91
Zhang et al. 2008,Ciliates,Miamiensis,Miamiensis avidus,CD,Marine,778,10,1.54
Zhang et al. 2008,Ciliates,Miamiensis,Miamiensis avidus,CD,Marine,778,15,1.936
Zhang et al. 2008,Ciliates,Miamiensis,Miamiensis avidus,CD,Marine,778,22,3.556
Zhang et al. 2008,Ciliates,Miamiensis,Miamiensis avidus,CD,Marine,778,25,3.628
Zhang et al. 2008,Ciliates,Miamiensis,Miamiensis avidus,CD,Marine,778,30,3.286
Zhang et al. 2008,Ciliates,Miamiensis,Miamiensis avidus,CD,Marine,778,35,1.126
Lyu et al unpublished,Ciliates,Tetrahymena,Tetrahymena piriformis,HHL,freshwater,16073,8,0.0626
Lyu et al unpublished,Ciliates,Tetrahymena,Tetrahymena piriformis,HHL,freshwater,16875,10,0.3336
Lyu et al unpublished,Ciliates,Tetrahymena,Tetrahymena piriformis,HHL,freshwater,14415,12,1.1407
Lyu et al unpublished,Ciliates,Tetrahymena,Tetrahymena piriformis,HHL,freshwater,14106,14,1.3766
Lyu et al unpublished,Ciliates,Tetrahymena,Tetrahymena piriformis,HHL,freshwater,14005,16,1.9867
Lyu et al unpublished,Ciliates,Tetrahymena,Tetrahymena piriformis,HHL,freshwater,12350,18.5,2.68
Lyu et al unpublished,Ciliates,Tetrahymena,Tetrahymena piriformis,HHL,freshwater,11470,20,2.928
Lyu et al unpublished,Ciliates,Tetrahymena,Tetrahymena piriformis,HHL,freshwater,9576,22,3.7789
Lyu et al unpublished,Ciliates,Tetrahymena,Tetrahymena piriformis,HHL,freshwater,9793,24,4.3772
Lyu et al unpublished,Ciliates,Tetrahymena,Tetrahymena piriformis,HHL,freshwater,7810,26,3.8011
Lyu et al unpublished,Ciliates,Tetrahymena,Tetrahymena piriformis,HHL,freshwater,9539,29,2.2296
Lyu et al unpublished,Ciliates,Tetrahymena,Tetrahymena piriformis,HHL,freshwater,9456,29,2.2905
Lyu et al unpublished,Ciliates,Tetrahymena,Tetrahymena piriformis,HHL,freshwater,9268,29,2.2781
Lyu et al unpublished,Ciliates,Tetrahymena,Tetrahymena piriformis,HHL,freshwater,7999,33,2.0409
Lyu et al unpublished,Ciliates,Tetrahymena,Tetrahymena thermophila,HHP,freshwater,2606,17.5,0.4436
Lyu et al unpublished,Ciliates,Tetrahymena,Tetrahymena thermophila,HHP,freshwater,5127,21,0.8731
Lyu et al unpublished,Ciliates,Tetrahymena,Tetrahymena thermophila,HHP,freshwater,9916,24,1.1309
Lyu et al unpublished,Ciliates,Tetrahymena,Tetrahymena thermophila,HHP,freshwater,11460,26,1.6301
Lyu et al unpublished,Ciliates,Tetrahymena,Tetrahymena thermophila,HHP,freshwater,17096,28,2.4413
Lyu et al unpublished,Ciliates,Tetrahymena,Tetrahymena thermophila,HHP,freshwater,21949,30.5,3.1035
Lyu et al unpublished,Ciliates,Tetrahymena,Tetrahymena thermophila,HHP,freshwater,25016,32,3.1691
Lyu et al unpublished,Ciliates,Tetrahymena,Tetrahymena thermophila,HHP,freshwater,28219,34,3.4001
Lyu et al unpublished,Ciliates,Tetrahymena,Tetrahymena thermophila,HHP,freshwater,28483,36,3.6052
Lyu et al unpublished,Ciliates,Tetrahymena,Tetrahymena thermophila,HHP,freshwater,32617,38,3.7539
Lyu et al unpublished,Ciliates,Tetrahymena,Tetrahymena thermophila,HHP,freshwater,29656,40,2.7521
Kimmance et al. 2006,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,CA,Marine,9901,8,0.02
Kimmance et al. 2006,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,CA,Marine,9901,8,0.189
Kimmance et al. 2006,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,CA,Marine,6639,11,0.161
Kimmance et al. 2006,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,CA,Marine,6639,11,0.495
Kimmance et al. 2006,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,CA,Marine,5987,15,0.791
Kimmance et al. 2006,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,CA,Marine,5987,15,0.877
Kimmance et al. 2006,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,CA,Marine,5157,18,0.911
Kimmance et al. 2006,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,CA,Marine,5157,18,0.858
Kimmance et al. 2006,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,CA,Marine,4327,20,0.94
Kimmance et al. 2006,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,CA,Marine,4327,20,1.183
Kimmance et al. 2006,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,CA,Marine,3319,25,1.086
Kimmance et al. 2006,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,CA,Marine,3319,25,1.138
Kimmance et al. 2006,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,CA,Marine,2666,28,0.785
Kimmance et al. 2006,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,CA,Marine,2666,28,0.84
Baldock and Berger 1984,Amoebae,Amoeba,Amoeba algonquinensis,B,Freshwater,253291,5,0.12
Baldock and Berger 1984,Amoebae,Amoeba,Amoeba algonquinensis,B,Freshwater,253291,7.5,0.13
Baldock and Berger 1984,Amoebae,Amoeba,Amoeba algonquinensis,B,Freshwater,253291,10,0.23
Baldock and Berger 1984,Amoebae,Amoeba,Amoeba algonquinensis,B,Freshwater,253291,12,0.29
Baldock and Berger 1984,Amoebae,Saccamoeba,Saccamoeba limax,C,Freshwater,2940,5,0.24
Baldock and Berger 1984,Amoebae,Saccamoeba,Saccamoeba limax,C,Freshwater,2940,7.5,0.53
Baldock and Berger 1984,Amoebae,Saccamoeba,Saccamoeba limax,C,Freshwater,2940,10,0.62
Baldock and Berger 1984,Amoebae,Saccamoeba,Saccamoeba limax,C,Freshwater,2940,12,0.89
Baldock and Berger 1984,Amoebae,Vannella,Vannella sp.,D,Freshwater,10123,5,0.09
Baldock and Berger 1984,Amoebae,Vannella,Vannella sp.,D,Freshwater,10123,7.5,0.29
Baldock and Berger 1984,Amoebae,Vannella,Vannella sp.,D,Freshwater,10123,10,0.36
Baldock and Berger 1984,Amoebae,Vannella,Vannella sp.,D,Freshwater,10123,12,0.7
Baldock and Berger 1984,Amoebae,Vannella,Vannella sp.,E,Freshwater,10123,7.5,0.14
Baldock and Berger 1984,Amoebae,Vannella,Vannella sp.,E,Freshwater,10123,10,0.26
Baldock and Berger 1984,Amoebae,Vannella,Vannella sp.,E,Freshwater,10123,12,0.36
Baldock et al. 1980,Amoebae,Acanthamoeba,Acanthamoeba polyphaga,F,Freshwater,1190,10,1.1
Baldock et al. 1980,Amoebae,Acanthamoeba,Acanthamoeba polyphaga,F,Freshwater,1290,15,3.2
Baldock et al. 1980,Amoebae,Acanthamoeba,Acanthamoeba polyphaga,F,Freshwater,1200,20,3.6
Baldock et al. 1980,Amoebae,Acanthamoeba,Acanthamoeba polyphaga,F,Freshwater,1550,25,3
Baldock et al. 1980,Amoebae,Cochliopodium,Cochliopodium minus,G,Freshwater,4170,10,0.5
Baldock et al. 1980,Amoebae,Cochliopodium,Cochliopodium minus,G,Freshwater,3040,15,0.92
Baldock et al. 1980,Amoebae,Cochliopodium,Cochliopodium minus,G,Freshwater,2900,20,1.6
Baldock et al. 1980,Amoebae,Cochliopodium,Cochliopodium minus,G,Freshwater,2880,25,2.3
Baldock et al. 1980,Amoebae,Glaseria,Glaseria mira,H,Freshwater,372,10,1
Baldock et al. 1980,Amoebae,Glaseria,Glaseria mira,H,Freshwater,398,15,2.4
Baldock et al. 1980,Amoebae,Glaseria,Glaseria mira,H,Freshwater,378,20,2.4
Baldock et al. 1980,Amoebae,Glaseria,Glaseria mira,H,Freshwater,518,25,3.3
Baldock et al. 1980,Amoebae,Saccamoeba,Saccamoeba limax,I,Freshwater,4810,10,0.82
Baldock et al. 1980,Amoebae,Saccamoeba,Saccamoeba limax,I,Freshwater,9080,15,1.4
Baldock et al. 1980,Amoebae,Saccamoeba,Saccamoeba limax,I,Freshwater,4030,20,2.2
Baldock et al. 1980,Amoebae,Saccamoeba,Saccamoeba limax,I,Freshwater,5980,25,2
Baldock et al. 1980,Amoebae,Vanella,Vanella sp.,J,Freshwater,7610,10,0.56
Baldock et al. 1980,Amoebae,Vanella,Vanella sp.,J,Freshwater,6870,15,0.97
Baldock et al. 1980,Amoebae,Vanella,Vanella sp.,J,Freshwater,10200,20,1.5
Baldock et al. 1980,Amoebae,Vanella,Vanella sp.,J,Freshwater,6930,25,1.9
Baldock et al. 1980,Amoebae,Vexillifera,Vexillifera bacillipedes,K,Freshwater,305,15,1.9
Baldock et al. 1980,Amoebae,Vexillifera,Vexillifera bacillipedes,K,Freshwater,230,20,2.4
Baldock et al. 1980,Amoebae,Vexillifera,Vexillifera bacillipedes,K,Freshwater,410,25,3.2
Butler and Rogerson 1996,Amoebae,Clydonella,Clydonella rosenfieldi,L,Marine,700,5,0.23
Butler and Rogerson 1996,Amoebae,Clydonella,Clydonella rosenfieldi,L,Marine,469,10,0.29
Butler and Rogerson 1996,Amoebae,Clydonella,Clydonella rosenfieldi,L,Marine,308,15,0.63
Butler and Rogerson 1996,Amoebae,Clydonella,Clydonella rosenfieldi,L,Marine,385,20,1.34
Butler and Rogerson 1996,Amoebae,Dactylamoeba,Dactylamoeba sp.,M,Marine,3258,10,0.16
Butler and Rogerson 1996,Amoebae,Dactylamoeba,Dactylamoeba sp.,M,Marine,2832,15,0.2
Butler and Rogerson 1996,Amoebae,Dactylamoeba,Dactylamoeba sp.,M,Marine,1685,20,0.49
Butler and Rogerson 1996,Amoebae,Paraflabellula,Paraflabellula reniformis,N,Marine,437,5,0.26
Butler and Rogerson 1996,Amoebae,Paraflabellula,Paraflabellula reniformis,N,Marine,392,10,0.6
Butler and Rogerson 1996,Amoebae,Paraflabellula,Paraflabellula reniformis,N,Marine,587,15,0.84
Butler and Rogerson 1996,Amoebae,Paraflabellula,Paraflabellula reniformis,N,Marine,387,20,0.96
Butler and Rogerson 1996,Amoebae,Platyamoeba,Platyamoeba sp.,O,Marine,60,5,0.52
Butler and Rogerson 1996,Amoebae,Platyamoeba,Platyamoeba sp.,O,Marine,26,10,0.69
Butler and Rogerson 1996,Amoebae,Platyamoeba,Platyamoeba sp.,O,Marine,27,15,0.78
Butler and Rogerson 1996,Amoebae,Platyamoeba,Platyamoeba sp.,O,Marine,28,20,1.49
Butler and Rogerson 1996,Amoebae,Rhizamoeba,Platyamoeba sp.,P,Marine,430,5,0.13
Butler and Rogerson 1996,Amoebae,Rhizamoeba,Platyamoeba sp.,P,Marine,148,10,0.25
Butler and Rogerson 1996,Amoebae,Rhizamoeba,Platyamoeba sp.,P,Marine,57,15,0.31
Butler and Rogerson 1996,Amoebae,Rhizamoeba,Platyamoeba sp.,P,Marine,83,20,0.55
Butler and Rogerson 1996,Amoebae,Stereomyxa,Stereomyxa ramosa,Q,Marine,564,5,0.16
Butler and Rogerson 1996,Amoebae,Stereomyxa,Stereomyxa ramosa,Q,Marine,835,10,0.19
Butler and Rogerson 1996,Amoebae,Stereomyxa,Stereomyxa ramosa,Q,Marine,575,15,0.38
Butler and Rogerson 1996,Amoebae,Stereomyxa,Stereomyxa ramosa,Q,Marine,1453,20,0.37
Butler and Rogerson 1996,Amoebae,Vahlkampfia,Vahlkampfia baltica,R,Marine,566,5,0.23
Butler and Rogerson 1996,Amoebae,Vahlkampfia,Vahlkampfia baltica,R,Marine,361,10,0.26
Butler and Rogerson 1996,Amoebae,Vahlkampfia,Vahlkampfia baltica,R,Marine,283,15,0.71
Butler and Rogerson 1996,Amoebae,Vahlkampfia,Vahlkampfia baltica,R,Marine,301,20,1.05
Butler and Rogerson 1996,Amoebae,Vahlkampfia,Vahlkampfia damariscottae,S,Marine,68,5,0.26
Butler and Rogerson 1996,Amoebae,Vahlkampfia,Vahlkampfia damariscottae,S,Marine,154,10,0.8
Butler and Rogerson 1996,Amoebae,Vahlkampfia,Vahlkampfia damariscottae,S,Marine,83,15,0.77
Butler and Rogerson 1996,Amoebae,Vahlkampfia,Vahlkampfia damariscottae,S,Marine,45,20,1.32
Butler and Rogerson 1996,Amoebae,Vannella,Vannella caledonica,T,Marine,525,5,0.44
Butler and Rogerson 1996,Amoebae,Vannella,Vannella caledonica,T,Marine,431,10,0.6
Butler and Rogerson 1996,Amoebae,Vannella,Vannella caledonica,T,Marine,352,15,0.62
Butler and Rogerson 1996,Amoebae,Vannella,Vannella caledonica,T,Marine,300,20,0.7
Butler and Rogerson 1996,Amoebae,Vannella,Vannella sp.,U,Marine,46,5,0.31
Butler and Rogerson 1996,Amoebae,Vannella,Vannella sp.,U,Marine,37,10,0.41
Butler and Rogerson 1996,Amoebae,Vannella,Vannella sp.,U,Marine,41,15,0.76
Butler and Rogerson 1996,Amoebae,Vannella,Vannella sp.,U,Marine,38,20,1.09
Laybourn and Whymant 1980,Amoebae,Arcella,Arcella vulgaris,AO,Freshwater,185580,10,0.2
Laybourn and Whymant 1980,Amoebae,Arcella,Arcella vulgaris,AO,Freshwater,185580,15,0.22
Laybourn and Whymant 1980,Amoebae,Arcella,Arcella vulgaris,AO,Freshwater,185580,20,0.26
Laybourn and Whymant 1980,Amoebae,Arcella,Arcella vulgaris,AO,Freshwater,185580,25,0.26
Caron et al. 1986,Flagellates,Paraphysomonas,Paraphysomonas imperforata,V,Marine,266,14,1.37
Caron et al. 1986,Flagellates,Paraphysomonas,Paraphysomonas imperforata,V,Marine,224,18,1.92
Caron et al. 1986,Flagellates,Paraphysomonas,Paraphysomonas imperforata,V,Marine,228,22,2.52
Caron et al. 1986,Flagellates,Paraphysomonas,Paraphysomonas imperforata,V,Marine,210,26,4.04
Choi and Peters 1992,Flagellates,Paraphysomonas,Paraphysomonas imperforata,W,Marine,288,-1.5,0.77
Choi and Peters 1992,Flagellates,Paraphysomonas,Paraphysomonas imperforata,W,Marine,275,6,1.53
Choi and Peters 1992,Flagellates,Paraphysomonas,Paraphysomonas imperforata,W,Marine,258,15,2.34
Choi and Peters 1992,Flagellates,Paraphysomonas,Paraphysomonas imperforata,X,Marine,232,-1.5,0.53
Choi and Peters 1992,Flagellates,Paraphysomonas,Paraphysomonas imperforata,X,Marine,187,6,0.87
Choi and Peters 1992,Flagellates,Paraphysomonas,Paraphysomonas imperforata,X,Marine,192,15,2.73
Delaney 2003,Flagellates,Paraphysomonas,Paraphysomonas imperforata,Y,Marine,20,15,2.24
Delaney 2003,Flagellates,Paraphysomonas,Paraphysomonas imperforata,Y,Marine,20,10,0.91
Delaney 2003,Flagellates,Paraphysomonas,Paraphysomonas imperforata,Y,Marine,20,5,0.46
Delaney 2003,Flagellates,Paraphysomonas,Paraphysomonas imperforata,Y,Marine,20,0,0.36
Sherr et al. 1983,Flagellates,Monas,Monas sp.,BC,Freshwater,30,3,0.78
Sherr et al. 1983,Flagellates,Monas,Monas sp.,BC,Freshwater,30,18,3.1
Sherr et al. 1983,Flagellates,Monas,Monas sp.,BC,Freshwater,30,23.5,3.3
Sherr et al. 1983,Flagellates,Monas,Monas sp.,BC,Freshwater,30,30,1.3
Rose et al. 2009,Flagellates,Paraphysomonas,Paraphysomonas imperforata,BU,Marine,1.44,-0.1,0.4023
Rose et al. 2009,Flagellates,Paraphysomonas,Paraphysomonas imperforata,BU,Marine,1.44,5,1.473
Rose et al. 2009,Flagellates,Paraphysomonas,Paraphysomonas imperforata,BU,Marine,1.44,10,2.1951
Rose et al. 2009,Flagellates,Paraphysomonas,Paraphysomonas imperforata,BU,Marine,1.44,14.9,4.1124
Rose et al. 2009,Flagellates,Paraphysomonas,Paraphysomonas imperforata,BU,Marine,1.44,20,3.963
Lee and Hirayama 1992,Dinoflagellates,Noctiluca,Noctiluca scintillans ,NS,Marine,12000000,5,0.0864
Lee and Hirayama 1992,Dinoflagellates,Noctiluca,Noctiluca scintillans ,NS,Marine,12000000,10,0.2682
Lee and Hirayama 1992,Dinoflagellates,Noctiluca,Noctiluca scintillans ,NS,Marine,12000000,14,0.3582
Lee and Hirayama 1992,Dinoflagellates,Noctiluca,Noctiluca scintillans ,NS,Marine,12000000,18,0.4698
Lee and Hirayama 1992,Dinoflagellates,Noctiluca,Noctiluca scintillans ,NS,Marine,12000000,23,0.6624
Lee and Hirayama 1992,Dinoflagellates,Noctiluca,Noctiluca scintillans ,NS,Marine,12000000,28,0.3852
Lee and Hirayama 1992,Dinoflagellates,Noctiluca,Noctiluca scintillans ,NS,Marine,12000000,32,-0.0198
Franze and Menden-Deuer 2020,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,OM,Marine,4575,0,0.054
Franze and Menden-Deuer 2020,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,OM,Marine,4575,0,0.001
Franze and Menden-Deuer 2020,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,OM,Marine,4575,0,0.002
Franze and Menden-Deuer 2020,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,OM,Marine,6221,2,0.07
Franze and Menden-Deuer 2020,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,OM,Marine,6221,2,0.195
Franze and Menden-Deuer 2020,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,OM,Marine,6221,2,0.157
Franze and Menden-Deuer 2020,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,OM,Marine,6022,5,0.16
Franze and Menden-Deuer 2020,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,OM,Marine,6022,5,0.113
Franze and Menden-Deuer 2020,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,OM,Marine,6022,5,0.154
Franze and Menden-Deuer 2020,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,OM,Marine,8718,10,0.485
Franze and Menden-Deuer 2020,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,OM,Marine,8718,10,0.327
Franze and Menden-Deuer 2020,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,OM,Marine,8718,10,0.213
Franze and Menden-Deuer 2020,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,OM,Marine,7287,15,0.521
Franze and Menden-Deuer 2020,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,OM,Marine,7287,15,0.446
Franze and Menden-Deuer 2020,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,OM,Marine,7287,15,0.386
Franze and Menden-Deuer 2020,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,OM,Marine,3248,18,0.688
Franze and Menden-Deuer 2020,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,OM,Marine,3248,18,0.449
Franze and Menden-Deuer 2020,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,OM,Marine,3248,18,0.539
Franze and Menden-Deuer 2020,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,OM,Marine,3119,22,0.87
Franze and Menden-Deuer 2020,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,OM,Marine,3119,22,0.916
Franze and Menden-Deuer 2020,Dinoflagellates,Oxyrrhis,Oxyrrhis marina,OM,Marine,3119,22,1.09
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,,5,-0.169
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,,5,-0.03
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,,5,-0.169
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,3119,10,0.127
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,3119,10,0.239
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,3119,10,0.131
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,2524,15,0.22
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,2524,15,0.24
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,2524,15,0.16
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,1826,18,0.442
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,1826,18,0.468
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,1826,18,0.545
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,1342,22,0.23
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,1342,22,0.37
Franze and Menden-Deuer 2020,Dinoflagellates,Gyrodinium,Gyrodinium dominans,GD,Marine,1342,22,0.287
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,,5,0.089
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,,5,-0.128
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,,5,0.035
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,1072,10,0.368
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,1072,10,0.293
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,1072,10,0.296
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,520,15,0.706
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,520,15,0.721
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,520,15,0.662
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,895,18,0.442
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,895,18,0.578
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,895,18,0.538
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,951,22,0.1
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,951,22,0.316
Franze and Menden-Deuer 2020,Dinoflagellates,Protoperidinium,Protoperidinium bipes,PB,Marine,951,22,0.197